-10,700,0
-15,685,0
-15,670,0
-15,655,0
-15,640,0
-15,625,0
-15,610,0
-15,595,0
-15,580,0
-15,565,0
-15,550,0
-15,535,0
-15,520,0
-15,505,0
-15,490,0
-15,475,0
-15,460,0
-15,445,0
-15,430,0
-15,415,0
-15,400,0
-15,385,0
-15,370,0
-15,355,0
-15,340,0
-15,325,0
-15,310,0
-15,295,0
-15,280,0
-15,265,0
-15,250,0
-15,235,0
-15,220,0
-15,205,0
-15,190,0
-15,175,0
-15,160,0
-15,145,0
-15,130,1
-15,115,1
-15,100,1
-15,85,1
-15,70,1
-15,55,1
-15,40,1
-15,25,1
-15,10,1
-15,5,1
-15,20,1
-15,35,1
-15,50,1
-15,700,1
-29,671,1
-29,642,0
-29,613,1
-29,584,1
-29,555,1
-29,526,1
-29,497,1
-29,468,1
-29,439,1
-29,410,1
-29,381,1
-29,352,1
-29,323,1
-29,294,1
-29,265,1
-29,236,1
-29,207,1
-29,178,0
-29,149,1
-29,120,1
-29,91,1
-29,62,1
-29,33,1
-29,4,1
-29,25,1
-29,700,1
-30,670,1
-30,640,1
-30,610,1
-30,580,1
-30,550,1
-30,520,1
-30,490,1
-30,460,0
-30,430,0
-30,400,0
-30,370,0
-30,340,0
-30,310,0
-30,280,0
-30,250,0
-30,220,0
-30,190,0
-30,160,1
-30,130,1
-30,100,1
-30,70,1
-30,40,1
-30,10,1
-30,20,1
-30,50,1
-30,700,1
-18,682,1
-18,664,1
-18,646,1
-18,628,1
-18,610,1
-18,592,1
-18,574,0
-18,556,0
-18,538,0
-18,520,0
-18,502,0
-18,484,0
-18,466,0
-18,448,0
-18,430,0
-18,412,0
-18,394,0
-18,376,0
-18,358,0
-18,340,0
-18,322,0
-18,304,0
-18,286,0
-18,268,0
-18,250,0
-18,232,0
-18,214,0
-18,196,0
-18,178,0
-18,160,0
-18,142,0
-18,124,1
-18,106,1
-18,88,1
-18,70,1
-18,52,1
-18,34,1
-18,16,1
-18,2,1
-18,20,1
-18,38,1
-18,700,1
-28,672,1
-28,644,1
-28,616,1
-28,588,1
-28,560,0
-28,532,0
-28,504,0
-28,476,0
-28,448,0
-28,420,1
-28,392,1
-28,364,1
-28,336,1
-28,308,1
-28,280,1
-28,252,1
-28,224,1
-28,196,1
-28,168,1
-28,140,1
-28,112,1
-28,84,1
-28,56,1
-28,700,0
-10,690,0
-10,680,0
-10,670,0
-10,660,0
-10,650,0
-10,640,0
-10,630,0
-10,620,0
-10,610,0
-10,600,1
-10,590,1
-10,580,1
-10,570,1
-10,560,1
-10,550,1
-10,540,1
-10,530,1
-10,520,1
-10,510,1
-10,500,1
-10,490,1
-10,480,1
-10,470,1
-10,460,1
-10,450,0
-10,440,0
-10,430,0
-10,420,0
-10,410,0
-10,400,0
-10,390,0
-10,380,0
-10,370,0
-10,360,0
-10,350,0
-10,340,0
-10,330,0
-10,320,0
-10,310,0
-10,300,0
-10,290,0
-10,280,0
-10,270,0
-10,260,0
-10,250,0
-10,240,0
-10,230,0
-10,220,0
-10,210,0
-10,200,0
-10,190,0
-10,180,0
-10,170,0
-10,160,0
-10,150,0
-10,140,0
-10,130,0
-10,120,0
-10,110,0
-10,100,1
-10,90,1
-10,80,1
-10,70,1
-10,60,1
-10,50,1
-10,40,1
-10,30,1
-10,20,1
-10,10,1
-10,0,1
-10,10,1
-10,20,1
-10,30,1
-10,40,1
-10,50,0
-10,700,0
-19,681,0
-19,662,0
-19,643,1
-19,624,1
-19,605,1
-19,586,1
-19,567,1
-19,548,1
-19,529,1
-19,510,1
-19,491,1
-19,472,1
-19,453,1
-19,434,1
-19,415,1
-19,396,1
-19,377,1
-19,358,0
-19,339,0
-19,320,1
-19,301,1
-19,282,1
-19,263,1
-19,244,1
-19,225,1
-19,206,1
-19,187,1
-19,168,1
-19,149,1
-19,130,1
-19,111,1
-19,92,1
-19,73,1
-19,54,1
-19,35,0
-19,700,0
-30,670,0
-30,640,0
-30,610,0
-30,580,0
-30,550,0
-30,520,0
-30,490,0
-30,460,1
-30,430,1
-30,400,1
-30,370,1
-30,340,1
-30,310,1
-30,280,1
-30,250,1
-30,220,1
-30,190,1
-30,160,1
-30,130,1
-30,100,1
-30,70,1
-30,40,1
-30,700,0
-22,678,0
-22,656,0
-22,634,0
-22,612,0
-22,590,0
-22,568,0
-22,546,0
-22,524,0
-22,502,0
-22,480,0
-22,458,0
-22,436,0
-22,414,0
-22,392,0
-22,370,0
-22,348,0
-22,326,0
-22,304,0
-22,282,0
-22,260,0
-22,238,0
-22,216,0
-22,194,0
-22,172,0
-22,150,0
-22,128,0
-22,106,0
-22,84,0
-22,62,0
-22,40,0
-22,700,0
-25,675,0
-25,650,0
-25,625,0
-25,600,0
-25,575,0
-25,550,1
-25,525,1
-25,500,1
-25,475,1
-25,450,1
-25,425,1
-25,400,1
-25,375,1
-25,350,1
-25,325,1
-25,300,1
-25,275,1
-25,250,1
-25,225,1
-25,200,1
-25,175,0
-25,150,0
-25,125,1
-25,100,1
-25,75,1
-25,50,1
-25,25,1
-25,0,1
-25,25,1
-25,50,1
-25,700,1
-29,671,1
-29,642,1
-29,613,1
-29,584,1
-29,555,1
-29,526,1
-29,497,0
-29,468,0
-29,439,0
-29,410,0
-29,381,0
-29,352,0
-29,323,0
-29,294,0
-29,265,0
-29,236,0
-29,207,0
-29,178,0
-29,149,1
-29,120,1
-29,91,1
-29,62,1
-29,33,1
-29,4,1
-29,25,1
-29,700,1
-19,681,1
-19,662,1
-19,643,1
-19,624,1
-19,605,1
-19,586,1
-19,567,1
-19,548,0
-19,529,0
-19,510,0
-19,491,0
-19,472,0
-19,453,0
-19,434,0
-19,415,0
-19,396,0
-19,377,0
-19,358,0
-19,339,0
-19,320,0
-19,301,0
-19,282,0
-19,263,0
-19,244,0
-19,225,0
-19,206,0
-19,187,0
-19,168,0
-19,149,0
-19,130,1
-19,111,1
-19,92,1
-19,73,1
-19,54,1
-19,35,1
-19,16,1
-19,3,1
-19,22,1
-19,41,1
-19,700,1
-11,689,1
-11,678,1
-11,667,1
-11,656,1
-11,645,0
-11,634,0
-11,623,1
-11,612,1
-11,601,1
-11,590,1
-11,579,1
-11,568,1
-11,557,1
-11,546,1
-11,535,1
-11,524,1
-11,513,1
-11,502,1
-11,491,1
-11,480,1
-11,469,1
-11,458,0
-11,447,0
-11,436,0
-11,425,0
-11,414,1
-11,403,1
-11,392,1
-11,381,1
-11,370,1
-11,359,1
-11,348,1
-11,337,1
-11,326,1
-11,315,1
-11,304,1
-11,293,1
-11,282,1
-11,271,1
-11,260,1
-11,249,0
-11,238,0
-11,227,0
-11,216,0
-11,205,0
-11,194,0
-11,183,0
-11,172,0
-11,161,0
-11,150,0
-11,139,0
-11,128,0
-11,117,0
-11,106,1
-11,95,1
-11,84,1
-11,73,1
-11,62,1
-11,51,1
-11,40,1
-11,29,1
-11,18,1
-11,7,1
-11,4,1
-11,15,1
-11,26,1
-11,37,1
-11,48,1
-11,700,0
-23,677,0
-23,654,0
-23,631,1
-23,608,1
-23,585,1
-23,562,1
-23,539,1
-23,516,1
-23,493,1
-23,470,1
-23,447,1
-23,424,1
-23,401,1
-23,378,1
-23,355,1
-23,332,1
-23,309,1
-23,286,0
-23,263,0
-23,240,0
-23,217,0
-23,194,0
-23,171,0
-23,148,1
-23,125,1
-23,102,1
-23,79,1
-23,56,1
-23,33,1
-23,10,1
-23,13,1
-23,36,1
-23,700,1
-24,676,1
-24,652,1
-24,628,1
-24,604,1
-24,580,1
-24,556,0
-24,532,0
-24,508,0
-24,484,0
-24,460,0
-24,436,0
-24,412,0
-24,388,0
-24,364,0
-24,340,0
-24,316,0
-24,292,0
-24,268,0
-24,244,0
-24,220,1
-24,196,1
-24,172,1
-24,148,1
-24,124,1
-24,100,1
-24,76,1
-24,52,1
-24,28,1
-24,4,1
-24,20,1
-24,44,1
-24,700,1
-22,678,1
-22,656,1
-22,634,0
-22,612,1
-22,590,1
-22,568,1
-22,546,1
-22,524,1
-22,502,1
-22,480,1
-22,458,1
-22,436,1
-22,414,1
-22,392,1
-22,370,1
-22,348,1
-22,326,1
-22,304,1
-22,282,0
-22,260,0
-22,238,0
-22,216,0
-22,194,0
-22,172,0
-22,150,0
-22,128,0
-22,106,0
-22,84,1
-22,62,1
-22,40,1
-22,18,1
-22,4,1
-22,26,1
-22,48,1
-22,700,1
-24,676,1
-24,652,1
-24,628,1
-24,604,1
-24,580,1
-24,556,1
-24,532,1
-24,508,0
-24,484,0
-24,460,0
-24,436,0
-24,412,0
-24,388,0
-24,364,0
-24,340,0
-24,316,0
-24,292,0
-24,268,0
-24,244,0
-24,220,1
-24,196,1
-24,172,1
-24,148,1
-24,124,1
-24,100,1
-24,76,1
-24,52,1
-24,28,1
-24,4,1
-24,20,1
-24,44,1
-24,700,1
-23,677,1
-23,654,1
-23,631,0
-23,608,1
-23,585,1
-23,562,1
-23,539,1
-23,516,1
-23,493,1
-23,470,1
-23,447,1
-23,424,1
-23,401,1
-23,378,1
-23,355,1
-23,332,1
-23,309,1
-23,286,1
-23,263,0
-23,240,1
-23,217,1
